ID,nper,anio,mes,region,dpto,nom_dpto,e26,e27,e30,e51_2,POBPCOAC,SUBEMPLEO,HT11,pobre06,W_ANO
51393,3,2023,9,3,12,Río Negro,1,7,4,1,1,0,255097.37,0,50
51457,1,2023,9,2,13,Rivera,2,77,1,6,9,0,56315.68,0,89
51457,2,2023,9,2,13,Rivera,1,67,2,0,10,0,56315.68,0,89
51457,3,2023,9,2,13,Rivera,1,10,12,2,1,0,56315.68,0,89
51504,1,2023,9,2,14,Rocha,1,67,1,6,2,0,133045.58,0,42
51504,2,2023,9,2,14,Rocha,2,64,2,6,2,0,133045.58,0,42
51540,1,2023,9,2,15,Salto,2,66,1,6,2,0,44365.79,0,35
51600,1,2023,9,2,16,San José,1,74,1,6,10,0,67365.79,0,32
51786,1,2023,10,1,1,Montevideo,1,42,1,6,2,0,75386.69,0,59
51912,1,2023,10,1,1,Montevideo,1,24,1,6,2,0,32292.57,0,48
51920,1,2023,10,1,1,Montevideo,2,41,1,6,2,0,78185.14,0,48
51920,2,2023,10,1,1,Montevideo,1,53,2,6,2,0,78185.14,0,48
52012,1,2023,10,1,1,Montevideo,1,80,1,6,10,0,96185.14,0,55
52012,2,2023,10,1,1,Montevideo,2,74,2,6,10,0,96185.14,0,55
52573,1,2023,10,2,3,Canelones,2,62,1,6,2,0,69882.45,0,31
52622,1,2023,10,2,3,Canelones,2,80,1,6,10,0,72364.9,0,55
52622,2,2023,10,2,3,Canelones,1,79,2,3,10,0,72364.9,0,55
52637,1,2023,10,2,3,Canelones,2,49,1,6,2,0,30250,0,29
52646,1,2023,10,3,3,Canelones,2,78,1,6,10,0,45282.45,0,29
52852,1,2023,10,2,4,Cerro Largo,2,51,1,6,4,0,92483.9,0,69
52852,2,2023,10,2,4,Cerro Largo,1,53,2,6,2,0,92483.9,0,69
52852,3,2023,10,2,4,Cerro Largo,1,18,4,6,2,0,92483.9,0,69
52852,4,2023,10,2,4,Cerro Largo,1,16,4,6,11,0,92483.9,0,69
52852,5,2023,10,2,4,Cerro Largo,2,29,4,0,9,0,92483.9,0,69
52852,6,2023,10,2,4,Cerro Largo,1,26,4,6,4,0,92483.9,0,69
52852,7,2023,10,2,4,Cerro Largo,1,7,11,0,1,0,92483.9,0,69
53021,1,2023,10,2,8,Florida,2,41,1,6,6,0,109454.2,1,88
53021,2,2023,10,2,8,Florida,1,23,4,6,2,0,109454.2,1,88
53021,3,2023,10,2,8,Florida,2,22,4,6,6,0,109454.2,1,88
53021,4,2023,10,2,8,Florida,2,21,4,6,6,0,109454.2,1,88
53021,5,2023,10,2,8,Florida,1,18,4,6,2,0,109454.2,1,88
53021,6,2023,10,2,8,Florida,1,16,4,6,2,0,109454.2,1,88
53021,7,2023,10,2,8,Florida,1,14,4,6,6,0,109454.2,1,88
53021,8,2023,10,2,8,Florida,2,13,4,6,1,0,109454.2,1,88
53021,9,2023,10,2,8,Florida,2,11,4,3,1,0,109454.2,1,88
53021,10,2023,10,2,8,Florida,2,9,4,2,1,0,109454.2,1,88
53021,11,2023,10,2,8,Florida,2,2,11,0,1,0,109454.2,1,88
53021,12,2023,10,2,8,Florida,2,0,11,0,1,0,109454.2,1,88
53021,13,2023,10,2,8,Florida,2,0,11,0,1,0,109454.2,1,88
53021,14,2023,10,2,8,Florida,2,20,6,6,6,0,109454.2,1,88
53099,1,2023,10,2,10,Maldonado,1,52,1,6,2,0,242647.4,0,87
53099,2,2023,10,2,10,Maldonado,2,24,4,6,2,0,242647.4,0,87
53099,3,2023,10,2,10,Maldonado,2,22,4,6,2,0,242647.4,0,87
54081,1,2023,11,1,1,Montevideo,1,67,1,6,2,0,40093.38,0,34
54383,1,2023,11,1,1,Montevideo,1,50,1,6,4,0,60335.18,1,90
54383,2,2023,11,1,1,Montevideo,2,57,13,1,4,0,60335.18,1,90
54383,3,2023,11,1,1,Montevideo,1,26,4,6,2,0,60335.18,1,90
54383,4,2023,11,1,1,Montevideo,1,22,3,6,2,0,60335.18,1,90
54383,5,2023,11,1,1,Montevideo,1,14,3,6,7,0,60335.18,1,90
54418,1,2023,11,3,2,Artigas,2,21,1,6,7,0,91904.3,0,106
54418,2,2023,11,3,2,Artigas,2,53,7,6,2,0,91904.3,0,106
54418,3,2023,11,3,2,Artigas,1,49,7,6,2,0,91904.3,0,106
54418,4,2023,11,3,2,Artigas,2,28,9,6,6,0,91904.3,0,106
54418,5,2023,11,3,2,Artigas,1,1,12,0,1,0,91904.3,0,106
54418,6,2023,11,3,2,Artigas,2,12,9,6,1,0,91904.3,0,106
54474,1,2023,11,3,3,Canelones,2,32,1,6,2,0,53282.45,0,44
54663,1,2023,11,2,3,Canelones,2,72,1,6,10,0,65564.9,0,58
54663,2,2023,11,2,3,Canelones,1,77,2,4,10,0,65564.9,0,58
54826,1,2023,11,2,5,Colonia,1,66,1,6,2,0,241680.7,0,78
54826,2,2023,11,2,5,Colonia,2,52,2,6,10,0,241680.7,0,78
54826,3,2023,11,2,5,Colonia,2,25,3,6,4,0,241680.7,0,78
54826,4,2023,11,2,5,Colonia,1,14,3,6,7,0,241680.7,0,78
54978,1,2023,11,2,9,Lavalleja,1,49,1,6,2,0,98629.8,0,25
54978,2,2023,11,2,9,Lavalleja,2,46,2,6,2,0,98629.8,0,25
54978,3,2023,11,2,9,Lavalleja,2,10,3,4,1,0,98629.8,0,25
54978,4,2023,11,2,9,Lavalleja,2,13,3,6,1,0,98629.8,0,25
55311,1,2023,11,2,14,Rocha,1,49,1,6,2,0,170708.9,0,74
55311,2,2023,11,2,14,Rocha,2,40,2,6,2,0,170708.9,0,74
55311,3,2023,11,2,14,Rocha,1,12,3,6,1,0,170708.9,0,74
55311,4,2023,11,2,14,Rocha,2,15,12,6,9,0,170708.9,0,74
55336,1,2023,11,3,14,Rocha,1,36,1,6,2,0,35000,0,24
55462,1,2023,11,3,16,San José,2,67,1,6,10,0,31282.45,0,58
55464,1,2023,11,2,17,Soriano,1,51,1,6,2,0,41282.45,0,42
55464,2,2023,11,2,17,Soriano,2,44,2,6,6,0,41282.45,0,42
55559,1,2023,11,2,19,Treinta y Tres,2,30,1,6,2,0,39282.45,0,55
55559,2,2023,11,2,19,Treinta y Tres,1,32,2,6,2,0,39282.45,0,55
55624,1,2023,12,1,1,Montevideo,2,48,1,6,2,0,166527.9,0,77
55624,2,2023,12,1,1,Montevideo,1,49,2,6,2,0,166527.9,0,77
55624,3,2023,12,1,1,Montevideo,2,20,4,6,2,0,166527.9,0,77
55624,4,2023,12,1,1,Montevideo,2,7,4,1,1,0,166527.9,0,77
55710,1,2023,12,1,1,Montevideo,2,60,1,6,2,0,254280.1,0,62
55710,2,2023,12,1,1,Montevideo,1,57,2,6,2,0,254280.1,0,62
55710,3,2023,12,1,1,Montevideo,2,24,3,6,2,0,254280.1,0,62
55736,1,2023,12,1,1,Montevideo,1,31,1,6,2,0,61280.14,0,83
55736,2,2023,12,1,1,Montevideo,2,26,2,6,2,0,61280.14,0,83
55736,3,2023,12,1,1,Montevideo,2,1,3,0,1,0,61280.14,0,83
55806,1,2023,12,1,1,Montevideo,1,41,1,6,2,0,108186.8,0,61
55806,2,2023,12,1,1,Montevideo,2,34,2,6,2,0,108186.8,0,61
55934,1,2023,12,1,1,Montevideo,1,67,1,6,10,0,58313.71,0,32
55942,1,2023,12,1,1,Montevideo,1,41,1,6,2,0,44093.38,0,58
55955,1,2023,12,1,1,Montevideo,2,56,1,6,4,0,41986.76,0,52
55955,2,2023,12,1,1,Montevideo,2,13,4,6,1,0,41986.76,0,52
55961,1,2023,12,1,1,Montevideo,2,42,1,6,2,0,53380.14,1,81
55961,2,2023,12,1,1,Montevideo,1,43,2,6,2,0,53380.14,1,81
55961,3,2023,12,1,1,Montevideo,1,19,3,6,7,0,53380.14,1,81
55961,4,2023,12,1,1,Montevideo,2,14,3,6,7,0,53380.14,1,81
56105,1,2023,12,1,1,Montevideo,1,50,1,6,4,0,71093.38,0,48
56105,2,2023,12,1,1,Montevideo,2,44,2,6,2,0,71093.38,0,48
56118,1,2023,12,1,1,Montevideo,2,85,1,6,10,0,278040.2,0,77
56118,2,2023,12,1,1,Montevideo,1,43,4,6,2,0,278040.2,0,77
56118,3,2023,12,1,1,Montevideo,2,43,6,6,2,0,278040.2,0,77
56118,4,2023,12,1,1,Montevideo,2,14,11,6,7,0,278040.2,0,77
56165,1,2023,12,1,1,Montevideo,1,34,1,6,2,1,123966.9,0,82
56165,2,2023,12,1,1,Montevideo,2,33,2,6,2,0,123966.9,0,82
56165,3,2023,12,1,1,Montevideo,1,24,10,6,2,0,123966.9,0,82
56165,4,2023,12,1,1,Montevideo,2,63,8,6,9,0,123966.9,0,82
56165,5,2023,12,1,1,Montevideo,2,7,3,9,1,0,123966.9,0,82
56165,6,2023,12,1,1,Montevideo,1,5,3,0,1,0,123966.9,0,82
56247,1,2023,12,1,1,Montevideo,1,78,1,6,10,0,252885,0,39
56311,1,2023,12,2,2,Artigas,2,33,1,6,2,0,63557.21,0,101
56311,2,2023,12,2,2,Artigas,1,11,4,6,1,0,63557.21,0,101
56311,3,2023,12,2,2,Artigas,1,9,4,3,1,0,63557.21,0,101
56311,4,2023,12,2,2,Artigas,1,6,4,1,1,0,63557.21,0,101
56311,5,2023,12,2,2,Artigas,1,5,4,0,1,0,63557.21,0,101
56326,1,2023,12,3,2,Artigas,2,27,1,6,6,0,48376.19,0,53
56326,2,2023,12,3,2,Artigas,2,1,4,0,1,0,48376.19,0,53
56326,3,2023,12,3,2,Artigas,1,6,4,9,1,0,48376.19,0,53
56326,4,2023,12,3,2,Artigas,2,8,4,2,1,0,48376.19,0,53
56326,5,2023,12,3,2,Artigas,1,32,2,6,2,0,48376.19,0,53
56450,1,2023,12,3,3,Canelones,2,41,1,6,2,0,123564.9,0,60
56450,2,2023,12,3,3,Canelones,1,37,9,6,2,0,123564.9,0,60
56571,1,2023,12,2,3,Canelones,1,61,1,6,2,0,151615.8,0,60
56571,2,2023,12,2,3,Canelones,2,48,2,6,4,0,151615.8,0,60
56630,1,2023,12,3,4,Cerro Largo,1,68,1,4,10,0,51564.9,0,48
56630,2,2023,12,3,4,Cerro Largo,2,76,2,6,10,0,51564.9,0,48
56638,1,2023,12,3,4,Cerro Largo,1,22,1,6,2,1,14000,0,27
56642,1,2023,12,2,5,Colonia,1,82,1,6,10,0,96564.9,0,50
56642,2,2023,12,2,5,Colonia,2,80,2,6,6,0,96564.9,0,50
56698,1,2023,12,2,5,Colonia,1,47,1,6,2,0,59381.45,0,87
56698,2,2023,12,2,5,Colonia,2,45,2,6,2,0,59381.45,0,87
56698,3,2023,12,2,5,Colonia,1,17,3,6,7,0,59381.45,0,87
56844,1,2023,12,3,9,Lavalleja,2,80,1,3,9,0,18282.45,0,28
56938,1,2023,12,2,10,Maldonado,1,62,1,6,2,0,73010.05,0,75
56938,2,2023,12,2,10,Maldonado,2,51,2,6,2,0,73010.05,0,75
56938,3,2023,12,2,10,Maldonado,1,21,3,6,4,0,73010.05,0,75
56939,1,2023,12,2,10,Maldonado,1,43,1,6,2,0,51282.45,0,45
56964,1,2023,12,2,10,Maldonado,2,57,1,6,2,0,13500,1,24
56964,2,2023,12,2,10,Maldonado,2,23,4,6,4,0,13500,1,24
57049,1,2023,12,2,11,Paysandú,2,72,1,6,10,0,44282.45,0,26
57059,1,2023,12,2,12,Río Negro,1,51,1,6,2,0,180129.8,0,42
57059,2,2023,12,2,12,Río Negro,2,42,2,6,2,0,180129.8,0,42
57059,3,2023,12,2,12,Río Negro,1,13,3,6,1,0,180129.8,0,42
57059,4,2023,12,2,12,Río Negro,2,11,3,2,1,0,180129.8,0,42
57262,1,2023,12,3,15,Salto,2,60,1,6,9,0,45974.88,0,38
57262,2,2023,12,3,15,Salto,2,33,4,6,2,1,45974.88,0,38
57262,3,2023,12,3,15,Salto,1,14,11,6,7,0,45974.88,0,38
57262,4,2023,12,3,15,Salto,2,11,11,5,1,0,45974.88,0,38
57415,1,2023,12,2,18,Tacuarembó,1,65,1,4,2,1,10500,1,25
